,HCPCS_CODE,CLNDR_HCPCS_YR_NUM,LONG_DESCRIPTION,SHORT_DESCRIPTION,PRICE1,PRICE2,PRICE3,PRICE4,MULT_PI,CIM1,CIM2,CIM3,MCM1,MCM2,MCM3,STATUTE,LABCERT1,LABCERT2,LABCERT3,LABCERT4,LABCERT5,LABCERT6,LABCERT7,LABCERT8,XREF1,XREF2,XREF3,XREF4,XREF5,COV,ASC_GRP,ASC_DT,OPPS,OPPS_PI,OPPS_DT,PROCNOTE,BETOS,TOS1,TOS2,TOS3,TOS4,TOS5,ANEST_BU,ADD_DT,ACT_EFF_DT,TERM_DT,ACTION_CD
3450,G9583,2020,Patients prescribed opiates for longer than six weeks,Presc opiates >6 wks,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3451,G9584,2020,"Patient evaluated for risk of misuse of opiates by using a brief validated instrument (e.g., opioid risk tool, soapp-r) or patient interviewed at least once during opioid therapy",Eval opioid use instr/pt int,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2017-01-01,nan--,N
3452,G9585,2020,"Patient not evaluated for risk of misuse of opiates by using a brief validated instrument (e.g., opioid risk tool, soapp-r) or patient not interviewed at least once during opioid therapy",No eval opi use instr/intv,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2017-01-01,nan--,N
3453,G9593,2020,Pediatric patient with minor blunt head trauma classified as low risk according to the pecarn prediction rules,Low pecarn ped head trauma,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3454,G9594,2020,Patient presented with a minor blunt head trauma and had a head ct ordered for trauma by an emergency care provider,Pt mbht hd ct ord ec prov,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2019-01-01,nan--,N
3455,G9595,2020,"Patient has documentation of ventricular shunt, brain tumor, or coagulopathy",Doc shnt/tum/coag,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2020-01-01,nan--,N
3456,G9596,2020,Pediatric patient had a head ct for trauma ordered by someone other than an emergency care provider or was ordered for a reason other than trauma,Ped pt hd ct ord,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2019-01-01,nan--,N
3457,G9597,2020,Pediatric patient with minor blunt head trauma not classified as low risk according to the pecarn prediction rules,No low pecarn ped head traum,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3458,G9598,2020,Aortic aneurysm 5.5 - 5.9 cm maximum diameter on centerline formatted ct or minor diameter on axial formatted ct,Aor ane 5.5-5.9 cm max diam,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3459,G9599,2020,Aortic aneurysm 6.0 cm or greater maximum diameter on centerline formatted ct or minor diameter on axial formatted ct,Aor ane >=6.0 cm max diam,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3460,G9600,2020,Symptomatic aaas that required urgent/emergent (non-elective) repair,Symp aaa urgent repair,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3461,G9601,2020,Patient discharge to home no later than post-operative day #7,Pt dchg home post op day 7,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3462,G9602,2020,Patient not discharged to home by post-operative day #7,Pt no dchg home postop day 7,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3463,G9603,2020,Patient survey score improved from baseline following treatment,Pt surv improv bsline tx,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3464,G9604,2020,Patient survey results not available,Pt surv results not avail,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3465,G9605,2020,Patient survey score did not improve from baseline following treatment,Surv score no improv w/tx,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3466,G9606,2020,Intraoperative cystoscopy performed to evaluate for lower tract injury,Intraop cyst eval trac inj,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3467,G9607,2020,"Documented medical reasons for not performing intraoperative cystoscopy (e.g., urethral pathology precluding cystoscopy, any patient who has a congenital or acquired absence of the urethra) or in the case of patient death",Doc med rsn not perf cystosc,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2018-01-01,nan--,N
3468,G9608,2020,Intraoperative cystoscopy not performed to evaluate for lower tract injury,Intraop cyst eval not done,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3469,G9609,2020,Documentation of an order for anti-platelet agents,Doc order anti-plat,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2017-01-01,nan--,N
3470,G9610,2020,Documentation of medical reason(s) in the patient's record for not ordering anti-platelet agents,Doc md rsn no antipla,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2017-01-01,nan--,N
3471,G9611,2020,"Order for anti-platelet agents was not documented in the patient's record, reason not given",No doc order anti-plat rng,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2017-01-01,nan--,N
3472,G9612,2020,Photodocumentation of two or more cecal landmarks to establish a complete examination,Phodoc 2 mr cec lndmk,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2019-01-01,nan--,N
3473,G9613,2020,"Documentation of post-surgical anatomy (e.g., right hemicolectomy, ileocecal resection, etc.)",Doc post surg anatomy,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3474,G9614,2020,"Photodocumentation of less than two cecal landmarks (i.e., no cecal landmarks or only one cecal landmark) to establish a complete examination",Photodoc < 2 cec lndmk,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2019-01-01,nan--,N
3475,G9615,2020,Preoperative assessment documented,Pre-op asst doc,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3476,G9616,2020,"Documentation of reason(s) for not documenting a preoperative assessment (e.g., patient with a gynecologic or other pelvic malignancy noted at the time of surgery)",Doc rsn no preop assmt,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3477,G9617,2020,"Preoperative assessment not documented, reason not given","Pre-op asst not doc, rng",,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3478,G9618,2020,Documentation of screening for uterine malignancy or those that had an ultrasound and/or endometrial sampling of any kind,Doc scr uter mal or us/samp,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3479,G9619,2020,"Documentation of reason(s) for not screening for uterine malignancy (e.g., prior hysterectomy)",Doc rsn no scr uter malig,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2017-01-01,2016-12-31,N
3480,G9620,2020,"Patient not screened for uterine malignancy, or those that have not had an ultrasound and/or endometrial sampling of any kind, reason not given",No scr utr malig/us/samp rng,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3481,G9621,2020,Patient identified as an unhealthy alcohol user when screened for unhealthy alcohol use using a systematic screening method and received brief counseling,Scr unheal etoh w/counsel,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3482,G9622,2020,Patient not identified as an unhealthy alcohol user when screened for unhealthy alcohol use using a systematic screening method,No unheal etoh user,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3483,G9623,2020,"Documentation of medical reason(s) for not screening for unhealthy alcohol use (e.g., limited life expectancy, other medical reasons)",Doc med rsn no scr etoh use,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3484,G9624,2020,"Patient not screened for unhealthy alcohol use using a systematic screening method or patient did not receive brief counseling if identified as an unhealthy alcohol user, reason not given",Pt not scrn or no counseling,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2018-01-01,nan--,N
3485,G9625,2020,Patient sustained bladder injury at the time of surgery or discovered subsequently up to 30 days post-surgery,Pt bl srg 30 day pst srg,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2019-01-01,nan--,N
3486,G9626,2020,"Documented medical reason for not reporting bladder injury (e.g., gynecologic or other pelvic malignancy documented, concurrent surgery involving bladder pathology, injury that occurs during urinary incontinence procedure, patient death from non-medical causes not related to surgery, patient died during procedure without evidence of bladder injury)",Med rsn no rpt baldder inj,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2017-01-01,nan--,N
3487,G9627,2020,Patient did not sustain bladder injury at the time of surgery nor discovered  subsequently up to 30n days post-surgery,Pt no bl srg 30 day pst srg,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2019-01-01,nan--,N
3488,G9628,2020,Patient sustained bowel injury at the time of surgery or discovered subsequently up to 30 days  post-surgery,Pt bwli srg 30 day pst srg,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2019-01-01,nan--,N
3489,G9629,2020,"Documented medical reasons for not reporting bowel injury (e.g., gynecologic or other pelvic malignancy documented, planned (e.g., not due to an unexpected bowel injury) resection and/or re-anastomosis of bowel, or patient death from non-medical causes not related to surgery, patient died during procedure without evidence of bowel injury)",Med rsn no rpt bowel inj,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2017-01-01,nan--,N
3490,G9630,2020,Patient did not sustain a bowel injury at the time of surgery nor discovered subsequently up to 30 days post-surgery,Pt no bwli srg 30 day srg,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2019-01-01,nan--,N
3491,G9631,2020,Patient sustained ureter injury at the time of surgery or discovered subsequently up to 30 days post-surgery,Pt ui srg 30 day pst srg,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2019-01-01,nan--,N
3492,G9632,2020,"Documented medical reasons for not reporting ureter injury (e.g., gynecologic or other pelvic malignancy documented, concurrent surgery involving bladder pathology, injury that occurs during a urinary incontinence procedure, patient death from non-medical causes not related to surgery, patient died during procedure without evidence of ureter injury)",Med rsn for no rpt uret inj,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2017-01-01,nan--,N
3493,G9633,2020,Patient did not sustain ureter injury at the time of surgery nor discovered subsequently up to 30 days post-surgery,Pt no ui srg 30 day pst srg,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2019-01-01,nan--,N
3494,G9634,2020,Health-related quality of life assessed with tool during at least two visits and quality of life score remained the same or improved,Qual life tool 2x same/impr,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3495,G9635,2020,"Health-related quality of life not assessed with tool for documented reason(s) (e.g., patient has a cognitive or neuropsychiatric impairment that impairs his/her ability to complete the hrqol survey, patient has the inability to read and/or write in order to complete the hrqol questionnaire)",No doc rsn do qual life assm,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3496,G9636,2020,Health-related quality of life not assessed with tool during at least two visits or quality of life score declined,No life asst 2x same/decr,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3497,G9637,2020,"Final reports with documentation of one or more dose reduction techniques (e.g., automated exposure control, adjustment of the ma and/or kv according to patient size, use of iterative reconstruction technique)",Doc >1 dose reduc tech,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3498,G9638,2020,"Final reports without documentation of one or more dose reduction techniques (e.g., automated exposure control, adjustment of the ma and/or kv according to patient size, use of iterative reconstruction technique)",No doc >1 dose reduc tech,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3499,G9639,2020,Major amputation or open surgical bypass not required within 48 hours of the index endovascular lower extremity revascularization procedure,Amp no reqd in48h ieler proc,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3500,G9640,2020,Documentation of planned hybrid or staged procedure,Doc plan hybrid/stage proc,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3501,G9641,2020,Major amputation or open surgical bypass required within 48 hours of the index endovascular lower extremity revascularization procedure,Amp reqd w/in 48h ieler proc,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3502,G9642,2020,"Current smokers (e.g., cigarette, cigar, pipe, e-cigarette or marijuana)",Current smoker,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2017-01-01,nan--,N
3503,G9643,2020,Elective surgery,Elective surgery,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3504,G9644,2020,Patients who abstained from smoking prior to anesthesia on the day of surgery or procedure,No smok b/4 anes day of surg,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3505,G9645,2020,Patients who did not abstain from smoking prior to anesthesia on the day of surgery or procedure,Had smoke b/4 anes day surg,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3506,G9646,2020,Patients with 90 day mrs score of 0 to 2,Pt w/90d mrs 0-2,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3507,G9647,2020,Patients in whom mrs score could not be obtained at 90 day follow-up,No mrs score in 90d followup,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3508,G9648,2020,Patients with 90 day mrs score greater than 2,Pt w/90d mrs >2,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3509,G9649,2020,"Psoriasis assessment tool documented meeting any one of the specified benchmarks (e.g., (pga; 5-point or 6-point scale), body surface area (bsa), psoriasis area and severity index (pasi) and/or dermatology life quality index) (dlqi))",Psor as doc spc bm,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2019-01-01,nan--,N
3510,G9650,2020,"Documentation that the patient declined therapy change or has documented contraindications (e.g., experienced adverse effects or lack of efficacy with all other therapy options) in order to achieve better disease control as measured by pga, bsa, pasi, or dlqi",Doc pt no ther chg or contra,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2017-01-01,2016-12-31,N
3511,G9651,2020,"Psoriasis assessment tool documented not meeting any one of the specified benchmarks (e.g., (pga; 5-point or 6-point scale), body surface area (bsa), psoriasis area and severity index (pasi) and/or dermatology life quality index) (dlqi)) or psoriasis assessment tool not documented",Psor as doc no spc bm,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2019-01-01,nan--,N
3512,G9652,2020,Patient has been treated with a systemic or biologic medication for psoriasis for at least six months,Pt tx sys bio med psori 6mth,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2017-01-01,2016-12-31,N
3513,G9653,2020,Patient has not been treated with a systemic or biologic medication for psoriasis for at least six months,Pt no tx sys bio rx 6 mths,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2017-01-01,2016-12-31,N
3514,G9654,2020,Monitored anesthesia care (mac),Mon anesth care,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3515,G9655,2020,A transfer of care protocol or handoff tool/checklist that includes the required key handoff elements is used,Toc tool incl key elem,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2016-01-01,nan--,N
3516,G9656,2020,Patient transferred directly from anesthetizing location to pacu or other non-icu location,Pt trans from anest to pacu,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,1,,,,,,2016-01-01,2018-01-01,nan--,N
